onset	duration	Trials	Runs	Cond_1_200_2_150_HasBeenChangedTo200_150	order_1_first_2_lastForThisIdPerson_	ProbR	ID_1_PlayerA_2_playerB_	AnsTimePAS1_rtStage1_playerA___3Seconds	AnsTimePBS1	PAChoS1_1Left_2Right_	PBChoS1	MissingPAS1_0None_	MissingPBS1	AnsTimePAS2	AnsTimePBS2	PAChoS2	PBChoS2	MissingPAS2	MissingPBS2	TriOn	DecEndS1	IsiOnS1	FbOnS1	DecEndS2	FbOffS2	TriEnd	Jitter	rwPA_rewardToPa_	rwPB	randa	randb
0.0002	23.0007	1	1	200	1	25	2	0	0	1	0	0	0	0	0.4876	0	1	0	0	0.0002	3.0212	3.0213	17.067	7.5321	17.0556	23.0009	6	100	100	0.5212	0.7195
23.0217	23.0007	2	1	150	1	30	2	0	0	2	0	0	0	0	1.0523	0	1	0	0	23.0217	26.0405	26.0406	40.0976	31.114	40.0857	46.0224	6	0	150	0.1617	0.4387
46.0427	23.0008	3	1	200	2	10	2	0	1.5862	0	1	0	0	0	0	1	0	0	0	46.0427	47.6678	47.6807	63.1147	56.081	63.1029	69.0435	6	0	0	0.7928	0.9833
69.0655	21.0007	4	1	150	2	20	2	0	1.1403	0	1	0	0	0	0	1	0	0	0	69.0655	70.2395	70.2448	86.132	79.0984	86.1201	90.0662	4	150	0	0.5201	0.1161
90.0867	23.0033	5	1	200	1	75	2	0	0	2	0	0	0	0	0	0	0	0	1	90.0867	93.1149	93.1149	107.1772	100.1311	107.1659	113.09	6	0	0	0.3839	0.5962
113.1253	20.0006	6	1	150	1	85	2	0	0	1	0	0	0	0	1.1028	0	1	0	0	113.1253	116.1354	116.1355	130.2072	121.2608	130.1953	133.1259	3	150	0	0.8649	0.3192
133.1449	24.0001	7	1	200	2	65	2	0	2.132	0	2	0	0	0	0	2	0	0	0	133.1449	135.3114	135.3249	150.2254	143.1917	150.2136	157.145	7	0	0	0.1769	0.9851
157.1623	25.0001	8	1	150	2	85	2	0	1.2426	0	2	0	0	0	0	2	0	0	0	157.1623	158.4386	158.4487	174.2289	167.1952	174.2173	182.1624	8	150	0	0.2606	0.4692
182.181	23.0001	9	1	200	1	70	2	0	0	2	0	0	0	0	0.8004	0	2	0	0	182.181	185.2001	185.2002	199.259	190.0364	199.247	205.1811	6	0	0	0.5623	0.7808
205.1983	23.0001	10	1	150	1	15	2	0	0	1	0	0	0	0	1.1107	0	1	0	0	205.1983	208.2161	208.2161	222.2762	213.3511	222.2642	228.1984	6	0	150	0.6078	0.4139
228.2156	23.0001	11	1	200	2	60	2	0	1.4309	0	2	0	0	0	0	2	0	0	0	228.2156	229.678	229.6864	245.2802	238.2463	245.2682	251.2157	6	100	100	0.8385	0.1088
251.235	24.0001	12	1	150	2	20	2	0	0.9714	0	1	0	0	0	0	2	0	0	0	251.235	252.2358	252.2504	268.3108	261.2766	268.2987	275.2351	7	0	150	0.4622	0.5047
275.2526	24.0001	13	1	200	1	80	2	0	0	2	0	0	0	0	0.6176	0	2	0	0	275.2526	278.2695	278.2695	292.3276	282.9095	292.3156	299.2527	7	100	100	0.4586	0.2929
299.2703	21.0002	14	1	150	1	40	2	0	0	1	0	0	0	0	0.6427	0	1	0	0	299.2703	302.2872	302.2872	316.3445	306.9516	316.3325	320.2705	4	150	0	0.0916	0.8384
