onset	duration	Trials	Runs	Cond_1_200_2_150_HasBeenChangedTo200_150	order_1_first_2_lastForThisIdPerson_	ProbR	ID_1_PlayerA_2_playerB_	AnsTimePAS1_rtStage1_playerA___3Seconds	AnsTimePBS1	PAChoS1_1Left_2Right_	PBChoS1	MissingPAS1_0None_	MissingPBS1	AnsTimePAS2	AnsTimePBS2	PAChoS2	PBChoS2	MissingPAS2	MissingPBS2	TriOn	DecEndS1	IsiOnS1	FbOnS1	DecEndS2	FbOffS2	TriEnd	Jitter	rwPA_rewardToPa_	rwPB	randa	randb	Unknown1	Unknown2
0.0001	23.0121	1	1	200	1	25	2	0	0	1	0	0	0	0	0.8429	0	1	0	0	0.0001	3.0065	3.0065	17.0351	7.8536	17.0351	23.0122	6	100	100	0.5212	0.7195	2.4039	3.0256
23.0193	23.0123	2	1	150	1	30	2	0	0	1	0	0	0	0	1.0381	0	1	0	0	23.0193	26.0261	26.0261	40.0664	31.0804	40.0664	46.0316	6	0	150	0.1617	0.4387	3.1755	2.4258
46.038	23.0123	3	1	200	2	10	2	0	0.9296	0	1	0	0	0	0	1	0	0	0	46.038	46.9794	46.996	63.0846	56.0604	63.0846	69.0503	6	0	0	0.7928	0.9833	2.694	2.879
69.0562	21.0123	4	1	150	2	20	2	0	1.7131	0	1	0	0	0	0	2	0	0	0	69.0562	70.7811	70.7872	86.0895	79.0679	86.0895	90.0685	4	0	150	0.5201	0.1161	3.9043	3.0922
90.0754	23.0125	5	1	200	1	75	2	0	0	2	0	0	0	0	1.5102	0	2	0	0	90.0754	93.0848	93.0849	107.1089	98.608	107.1087	113.0879	6	100	100	0.3839	0.5962	2.8121	3.9319
113.0979	20.0123	6	1	150	1	85	2	0	0	1	0	0	0	0	0.9942	0	1	0	0	113.0979	116.1048	116.1048	130.1266	121.1101	130.1265	133.1102	3	150	0	0.8649	0.3192	2.5175	2.8123
133.1154	24.0122	7	1	200	2	65	2	0	1.221	0	2	0	0	0	0	2	0	0	0	133.1154	134.3454	134.3506	150.1459	143.1256	150.1459	157.1276	7	0	0	0.1769	0.9851	2.8366	2.4125
157.1333	25.0122	8	1	150	2	85	2	0	1.3211	0	1	0	0	0	0	1	0	0	0	157.1333	158.4634	158.4751	174.1637	167.1502	174.1637	182.1455	8	0	150	0.2606	0.4692	2.8167	2.799
182.1512	23.0123	9	1	200	1	70	2	0	0	2	0	0	0	0	0.9337	0	2	0	0	182.1512	185.1582	185.1583	199.1945	190.1043	199.1945	205.1635	6	0	0	0.5623	0.7808	2.7314	2.4125
205.1686	23.0032	10	1	150	1	15	2	0	0	0	0	1	0	0	0	0	0	0	0	205.1686	208.1751	208.1751	222.1817	-9078.7175	-9078.7175	228.1718	6	0	0	0.6078	0.4139	2.5068	100
228.1776	23.0122	11	1	200	2	60	2	0	2.2742	0	2	0	0	0	0	2	0	0	0	228.1776	230.4704	230.4753	245.2043	238.1872	245.2043	251.1898	6	100	100	0.8385	0.1088	2.727	2.679
251.1954	24.0122	12	1	150	2	20	2	0	1.7006	0	2	0	0	0	0	1	0	0	0	251.1954	252.915	252.9203	268.2225	261.206	268.2225	275.2076	7	150	0	0.4622	0.5047	2.7663	2.4924
275.2128	24.0122	13	1	200	1	80	2	0	0	2	0	0	0	0	2.1169	0	2	0	0	275.2128	278.2188	278.2188	292.2537	284.3465	292.2537	299.225	7	100	100	0.4586	0.2929	2.7706	2.8256
299.2309	21.0123	14	1	150	1	40	2	0	0	1	0	0	0	0	0.9497	0	1	0	0	299.2309	302.237	302.237	316.2715	307.1973	316.2715	320.2432	4	150	0	0.0916	0.8384	2.5704	2.5457
320.2489	25.0122	15	1	200	2	30	2	0	1.5281	0	1	0	0	0	0	1	0	0	0	320.2489	321.7971	321.8017	337.2771	330.2583	337.2771	345.2611	8	100	100	0.1196	0.5065	2.5819	2.5724
345.2664	24.0123	16	1	150	2	10	2	0	1.8321	0	2	0	0	0	0	2	0	0	0	345.2664	347.1186	347.1257	362.2946	355.2781	362.2946	369.2787	7	0	150	0.7053	0.5028	2.5797	2.7457
369.2845	19.0123	17	1	200	1	80	2	0	0	2	0	0	0	0	0.9593	0	2	0	0	369.2845	372.2904	372.2904	386.3258	377.2612	386.3258	388.2968	2	0	0	0.2405	0.9676	2.6911	2.7057
388.3024	22.0122	18	1	150	1	75	2	0	0	1	0	0	0	0	1.2124	0	1	0	0	388.3024	391.3082	391.3082	405.3454	396.5342	405.3454	410.3146	5	150	0	0.0304	0.0855	2.6131	2.5857
410.3198	24.0123	19	1	200	2	65	2	0	1.1794	0	2	0	0	0	0	2	0	0	0	410.3198	411.509	411.5154	427.3507	420.3312	427.3507	434.3321	7	0	0	0.4122	0.8945	2.5827	3.1722
434.3383	21.0122	20	1	150	2	60	2	0	2.7045	0	1	0	0	0	0	2	0	0	0	434.3383	437.052	437.066	451.3819	444.357	451.3819	455.3505	4	150	0	0.8023	0.2692	2.6014	2.639
455.3564	22.0122	21	1	200	1	90	2	0	0	2	0	0	0	0	1.0165	0	2	0	0	455.3564	458.362	458.362	472.3875	463.3936	472.3875	477.3686	5	100	100	0.2534	0.4844	2.6012	2.6923
477.374	22.0122	22	1	150	1	90	2	0	0	2	0	0	0	0	0.751	0	2	0	0	477.374	480.3797	480.3797	494.4061	485.1468	494.4061	499.3862	5	0	150	0.0492	0.276	2.6688	2.599
499.392	22.0123	23	1	200	2	15	2	0	1.125	0	1	0	0	0	0	1	0	0	0	499.392	500.5285	500.536	516.4247	509.4046	516.4247	521.4043	5	100	100	0.1339	0.2056	2.8098	2.7857
521.4102	22.0122	24	1	150	2	25	2	0	1.613	0	1	0	0	0	0	1	0	0	0	521.4102	523.0347	523.0478	538.4432	531.4281	538.4432	543.4224	5	150	0	0.5054	0.1239	3.0448	3.3988
543.4277	20.0122	25	1	200	1	70	2	0	0	2	0	0	0	0	0.6156	0	2	0	0	543.4277	546.4338	546.4338	560.4618	551.0533	560.4618	563.4399	3	100	100	0.8368	0.6167	3.4035	2.7723
563.4459	20.0121999999999	26	1	150	1	35	2	0	0	1	0	0	0	0	0.656	0	1	0	0	563.4459	566.4519	566.4519	580.4811	571.1132	580.4811	583.4581	3	0	150	0.0569	0.0408	2.8583	3.1988
