onset	duration	Trials	Runs	Cond_1_200_2_150_HasBeenChangedTo200_150	order_1_first_2_lastForThisIdPerson_	ProbR	ID_1_PlayerA_2_playerB_	AnsTimePAS1_rtStage1_playerA___3Seconds	AnsTimePBS1	PAChoS1_1Left_2Right_	PBChoS1	MissingPAS1_0None_	MissingPBS1	AnsTimePAS2	AnsTimePBS2	PAChoS2	PBChoS2	MissingPAS2	MissingPBS2	TriOn	DecEndS1	IsiOnS1	FbOnS1	DecEndS2	FbOffS2	TriEnd	Jitter	rwPA_rewardToPa_	rwPB	randa	randb	Unknown1	Unknown2
0.0002	20.0007	29	2	200	1	40	1	0.7914	0	1	0	0	0	0	0	0	1	0	0	0.0002	0.8346	0.8427	17.0765	10.0428	17.0653	20.0009	3	100	100	0.6093	0.5562	1.4526	1.2265
20.033	20.0007	30	2	150	1	60	1	0.9389	0	2	0	0	0	0	0	0	2	0	0	20.033	21.0273	21.0345	37.1083	30.0747	37.0966	40.0337	3	150	0	0.8624	0.9777	1.4528	1.2266
40.058	24.0007	31	2	200	2	40	1	0	0	0	1	0	0	0.4889	0	1	0	0	0	40.058	43.0767	43.0767	57.1266	47.5933	57.115	64.0587	7	0	0	0.387	0.9365	1.4531	1.2394
64.0817	22.0007	32	2	150	2	70	1	0	0	0	2	0	0	0.5637	0	2	0	0	0	64.0817	67.1	67.1	81.1571	71.685	81.1454	86.0824	5	150	0	0.2155	0.2635	1.2398	1.439
86.1099	21.0036	33	2	200	1	10	1	0.7826	0	1	0	0	0	0	0	0	1	0	0	86.1099	86.938	86.9545	103.2153	96.1701	103.2041	107.1135	4	100	100	0.4946	0.3662	1.4525	2.2529
107.1513	26.0007	34	2	150	1	25	1	0.8832	0	1	0	0	0	0	0	0	1	0	0	107.1513	108.0698	108.0792	124.2197	117.1855	124.2076	133.152	9	0	150	0.6515	0.6494	2.2656	2.8525
133.1703	22.0001	35	2	200	2	70	1	0	0	0	2	0	0	0.4487	0	2	0	0	0	133.1703	136.1822	136.1822	150.2224	140.6486	150.2103	155.1704	5	100	100	0.9488	0.5226	2.2527	1.8393
155.1897	22.0001	36	2	150	2	35	1	0	0	0	2	0	0	0.4194	0	2	0	0	0	155.1897	158.2057	158.2057	172.2536	162.6503	172.2415	177.1898	5	0	150	0.7967	0.5675	1.4397	1.2262
177.2087	23.0001	37	2	200	1	20	1	1.0266	0	1	0	0	0	0	0	0	1	0	0	177.2087	178.2779	178.2908	194.2845	187.2506	194.2725	200.2088	6	100	100	0.0052	0.6745	2.0524	1.8396
200.2284	22.0001	38	2	150	1	80	1	0.6045	0	2	0	0	0	0	0	0	2	0	0	200.2284	200.8598	200.9082	217.3019	210.2679	217.2899	222.2285	5	0	150	0.2028	0.6775	1.2394	1.2266
222.2501	21.0001	39	2	200	2	90	1	0	0	0	2	0	0	0.5958	0	2	0	0	0	222.2501	225.2678	225.2679	239.3196	229.8796	239.3076	243.2502	4	100	100	0.6702	0.0349	2.8658	2.0389
243.2691	23.0001	40	2	150	2	30	1	0	0	0	2	0	0	0.3988	0	2	0	0	0	243.2691	246.2788	246.2788	260.3377	250.7142	260.3257	266.2692	6	0	150	0.3698	0.7722	1.2398	1.6395
266.2911	25.0001	41	2	200	1	75	1	0.7616	0	2	0	0	0	0	0	0	2	0	0	266.2911	267.0838	267.0947	283.3683	276.3343	283.3564	291.2912	8	0	0	0.4082	0.9245	1.6393	1.4264
291.3108	21.0001	42	2	150	1	85	1	0.659	0	2	0	0	0	0	0	0	1	0	0	291.3108	291.9976	292.0046	308.3716	301.3374	308.3596	312.3109	4	150	0	0.8866	0.589	1.2395	1.2265
312.3306	22.0001	43	2	200	2	10	1	0	0	0	1	0	0	0.5464	0	1	0	0	0	312.3306	315.3476	315.3476	329.403	319.9138	329.391	334.3307	5	100	100	0.9762	0.7818	1.2398	1.426
334.3533	23.0001	44	2	150	2	85	1	0	0	0	1	0	0	0.7373	0	1	0	0	0	334.3533	337.3693	337.3693	351.4207	342.1223	351.4088	357.3534	6	0	150	0.5893	0.9133	1.4396	1.8393
357.3734	23.0001	45	2	200	1	15	1	0.7551	0	1	0	0	0	0	0	0	1	0	0	357.3734	358.1605	358.1644	374.4381	367.404	374.4261	380.3735	6	100	100	0.9111	0.6735	1.2394	1.4264
380.3962	25.0001	46	2	150	1	65	1	0.6726	0	2	0	0	0	0	0	0	2	0	0	380.3962	381.0953	381.1018	397.4688	390.4347	397.4567	405.3963	8	0	150	0.9006	0.0478	1.2394	1.2265
405.4159	19.0001	47	2	200	2	25	1	0	0	0	1	0	0	0.4684	0	1	0	0	0	405.4159	408.433	408.433	422.4853	412.9179	422.4732	424.416	2	100	100	0.7737	0.0193	1.6396	1.4261
424.4359	23	48	2	150	2	90	1	0	0	0	1	0	0	0.5956	0	2	0	0	0	424.4359	427.4512	427.4512	441.4909	432.0778	441.4788	447.4359	6	150	0	0.3181	0.3737	1.4396	1.2261
447.4586	21	49	2	200	1	65	1	0.765	0	2	0	0	0	0	0	0	2	0	0	447.4586	448.254	448.2612	464.5215	457.4873	464.5096	468.4586	4	100	100	0.9731	0.1189	2.4657	1.4264
468.4791	24.0001	50	2	150	1	15	1	1.006	0	1	0	0	0	0	0	0	2	0	0	468.4791	469.5125	469.5192	485.5397	478.5057	485.5278	492.4792	7	150	0	0.2242	0.0271	1.4393	1.6263
492.4994	24.0001	51	2	200	2	60	1	0	0	0	2	0	0	0.4598	0	2	0	0	0	492.4994	495.5169	495.5169	509.5566	499.9939	509.5446	516.4995	7	0	0	0.9226	0.816	1.4396	2.0391
516.5216	24.0001	52	2	150	2	30	1	0	0	0	1	0	0	0.4581	0	2	0	0	0	516.5216	519.5361	519.5361	533.5869	524.009	533.5749	540.5217	7	0	150	0.1716	0.8357	1.6396	2.0391
540.5424	23.0001	53	2	200	1	75	1	0.7734	0	2	0	0	0	0	0	0	2	0	0	540.5424	541.3439	541.3568	557.6171	550.583	557.6051	563.5425	6	100	100	0.7601	0.1865	1.4394	1.2264
563.5628	23	54	2	150	1	80	1	0.9135	0	1	0	0	0	0	0	0	2	0	0	563.5628	564.5148	564.5207	580.6344	573.6004	580.6224	586.5628	6	0	150	0.618	0.6101	2.2524	2.0395
586.5831	20.0001000000001	55	2	200	2	20	1	0	0	0	1	0	0	0.3867	0	1	0	0	0	586.5831	589.5994	589.5994	603.6517	594.003	603.6397	606.5832	3	100	100	0.6894	0.5208	1.4397	1.6394
606.6035	24.0001	56	2	150	2	35	1	0	0	0	2	0	0	0.5138	0	2	0	0	0	606.6035	609.6201	609.6201	623.657	614.1482	623.6449	630.6036	7	0	150	0.0853	0.8021	1.4397	1.4262
