onset	duration	Trials	Runs	Cond_1_200_2_150_HasBeenChangedTo200_150	order_1_first_2_lastForThisIdPerson_	ProbR	ID_1_PlayerA_2_playerB_	AnsTimePAS1_rtStage1_playerA___3Seconds	AnsTimePBS1	PAChoS1_1Left_2Right_	PBChoS1	MissingPAS1_0None_	MissingPBS1	AnsTimePAS2	AnsTimePBS2	PAChoS2	PBChoS2	MissingPAS2	MissingPBS2	TriOn	DecEndS1	IsiOnS1	FbOnS1	DecEndS2	FbOffS2	TriEnd	Jitter	rwPA_rewardToPa_	rwPB	randa	randb
0	20.0003	29	2	200	1	40	2	0	0	1	0	0	0	0	0.464	0	1	0	0	0	3.0063	3.0063	17.0583	7.486	17.0463	20.0003	3	100	100	0.6093	0.5562
20.0061	20.0002	30	2	150	1	60	2	0	0	2	0	0	0	0	0.4364	0	2	0	0	20.0061	23.0116	23.0116	37.0511	27.4645	37.039	40.0063	3	150	0	0.8624	0.9777
40.0116	24.0002	31	2	200	2	40	2	0	0.641	0	1	0	0	0	0	1	0	0	0	40.0116	40.6645	40.6765	57.0706	50.0359	57.0584	64.0118	7	0	0	0.387	0.9365
64.0176	22.0002	32	2	150	2	70	2	0	0.5029	0	2	0	0	0	0	2	0	0	0	64.0176	64.5312	64.5346	81.062	74.0273	81.0499	86.0178	5	150	0	0.2155	0.2635
86.0233	21.0008	33	2	200	1	10	2	0	0	1	0	0	0	0	0.434	0	1	0	0	86.0233	89.0307	89.0307	103.0809	93.4919	103.0689	107.0241	4	100	100	0.4946	0.3662
107.0326	26.0001	34	2	150	1	25	2	0	0	1	0	0	0	0	0.3893	0	1	0	0	107.0326	110.0385	110.0385	124.0866	114.4529	124.0743	133.0327	9	0	150	0.6515	0.6494
133.0378	22	35	2	200	2	70	2	0	0.566	0	2	0	0	0	0	2	0	0	0	133.0378	133.6228	133.6298	150.0906	143.0557	150.0784	155.0378	5	100	100	0.9488	0.5226
155.0423	22.0001	36	2	150	2	35	2	0	0.4334	0	1	0	0	0	0	2	0	0	0	155.0423	155.4956	155.502	172.096	165.0612	172.0838	177.0424	5	0	150	0.7967	0.5675
177.0475	23	37	2	200	1	20	2	0	0	1	0	0	0	0	0.4404	0	1	0	0	177.0475	180.0532	180.0533	194.1148	184.519	194.1026	200.0475	6	100	100	0.0052	0.6745
200.0528	22.0001	38	2	150	1	80	2	0	0	1	0	0	0	0	0.4477	0	1	0	0	200.0528	203.0587	203.0587	217.1066	207.5315	217.0943	222.0529	5	150	0	0.2028	0.6775
222.0575	21.0001	39	2	200	2	90	2	0	0.4647	0	2	0	0	0	0	2	0	0	0	222.0575	222.543	222.5581	239.1253	232.0906	239.1131	243.0576	4	100	100	0.6702	0.0349
243.0626	23	40	2	150	2	30	2	0	0.6474	0	1	0	0	0	0	1	0	0	0	243.0626	243.7181	243.7237	260.1178	253.0829	260.1056	266.0626	6	0	150	0.3698	0.7722
266.0677	25.0001	41	2	200	1	75	2	0	0	2	0	0	0	0	0.4711	0	2	0	0	266.0677	269.0728	269.0728	283.1096	273.5578	283.0973	291.0678	8	0	0	0.4082	0.9245
291.0725	21	42	2	150	1	85	2	0	0	1	0	0	0	0	0.4643	0	1	0	0	291.0725	294.0779	294.0779	308.1406	298.5688	308.1284	312.0725	4	150	0	0.8866	0.589
312.0776	22.0001	43	2	200	2	10	2	0	0.5825	0	1	0	0	0	0	1	0	0	0	312.0776	312.6685	312.6723	329.1331	322.0982	329.1209	334.0777	5	100	100	0.9762	0.7818
334.0829	23	44	2	150	2	85	2	0	0.6099	0	2	0	0	0	0	1	0	0	0	334.0829	334.7013	334.7044	351.1385	344.1036	351.1263	357.0829	6	0	150	0.5893	0.9133
357.0877	23	45	2	200	1	15	2	0	0	1	0	0	0	0	0.4468	0	1	0	0	357.0877	360.0927	360.0927	374.1303	364.554	374.1181	380.0877	6	100	100	0.9111	0.6735
380.0928	25.0001	46	2	150	1	65	2	0	0	2	0	0	0	0	0.4096	0	2	0	0	380.0928	383.0981	383.0981	397.1354	387.5221	397.1232	405.0929	8	0	150	0.9006	0.0478
405.0981	19	47	2	200	2	25	2	0	0.4429	0	1	0	0	0	0	1	0	0	0	405.0981	405.5491	405.559	422.1531	415.1182	422.1409	424.0981	2	100	100	0.7737	0.0193
424.1028	23	48	2	150	2	90	2	0	0.5204	0	2	0	0	0	0	2	0	0	0	424.1028	424.6332	424.6455	441.1596	434.1247	441.1474	447.1028	6	150	0	0.3181	0.3737
447.108	21	49	2	200	1	65	2	0	0	2	0	0	0	0	0.6582	0	2	0	0	447.108	450.113	450.113	464.1514	454.7867	464.1391	468.108	4	100	100	0.9731	0.1189
468.1129	24.0001	50	2	150	1	15	2	0	0	2	0	0	0	0	0.5283	0	2	0	0	468.1129	471.1182	471.1182	485.1572	475.6628	485.145	492.113	7	150	0	0.2242	0.0271
492.1179	24.0001	51	2	200	2	60	2	0	0.6322	0	2	0	0	0	0	2	0	0	0	492.1179	492.7606	492.7678	509.1753	502.1403	509.163	516.118	7	0	0	0.9226	0.816
