onset	duration	Trials	Runs	Cond_1_200_2_150_HasBeenChangedTo200_150	order_1_first_2_lastForThisIdPerson_	ProbR	ID_1_PlayerA_2_playerB_	AnsTimePAS1_rtStage1_playerA___3Seconds	AnsTimePBS1	PAChoS1_1Left_2Right_	PBChoS1	MissingPAS1_0None_	MissingPBS1	AnsTimePAS2	AnsTimePBS2	PAChoS2	PBChoS2	MissingPAS2	MissingPBS2	TriOn	DecEndS1	IsiOnS1	FbOnS1	DecEndS2	FbOffS2	TriEnd	Jitter	rwPA_rewardToPa_	rwPB	randa	randb
0	20.0002	57	3	200	1	40	2	0	0	1	0	0	0	0	0.5543	0	1	0	0	0	3.0064	3.0064	17.0547	7.586	17.0427	20.0002	3	0	0	0.0498	0.8698
20.0076	23.0002	58	3	150	1	65	2	0	0	1	0	0	0	0	0.3928	0	1	0	0	20.0076	23.0133	23.0133	37.0608	27.4307	37.0487	43.0078	6	150	0	0.8838	0.9579
43.0131	23.0002	59	3	200	2	10	2	0	0.4487	0	1	0	0	0	0	1	0	0	0	43.0131	43.4808	43.4852	60.0659	53.0312	60.0538	66.0133	6	100	100	0.7252	0.4259
66.019	23.0003	60	3	150	2	90	2	0	0.3842	0	2	0	0	0	0	2	0	0	0	66.019	66.4214	66.437	83.0843	76.0496	83.0722	89.0193	6	150	0	0.0151	0.743
89.0248	22.0008	61	3	200	1	40	2	0	0	1	0	0	0	0	0.556	0	1	0	0	89.0248	92.0326	92.0326	106.0762	96.6092	106.0642	111.0256	5	100	100	0.1432	0.0607
111.034	24.0002	62	3	150	1	70	2	0	0	1	0	0	0	0	0.4028	0	1	0	0	111.034	114.0394	114.0394	128.0816	118.4614	128.0693	135.0342	7	150	0	0.354	0.8262
135.0393	26	63	3	200	2	25	2	0	0.4658	0	1	0	0	0	0	1	0	0	0	135.0393	135.5183	135.5322	152.0996	145.0648	152.0874	161.0393	9	100	100	0.1016	0.1
161.0443	22.0001	64	3	150	2	65	2	0	0.4823	0	2	0	0	0	0	1	0	0	0	161.0443	161.5388	161.5496	178.1036	171.0688	178.0914	183.0444	5	0	150	0.7802	0.0369
183.0489	21	65	3	200	1	35	2	0	0	1	0	0	0	0	0.468	0	1	0	0	183.0489	186.0547	186.0549	200.1091	190.541	200.0968	204.0489	4	0	0	0.9028	0.7488
204.0541	25	66	3	150	1	80	2	0	0	2	0	0	0	0	0.4198	0	2	0	0	204.0541	207.0599	207.0599	221.1015	211.4984	221.0893	229.0541	8	0	150	0.4646	0.2712
