onset	duration	Trials	Runs	Cond_1_200_2_150_HasBeenChangedTo200_150	order_1_first_2_lastForThisIdPerson_	ProbR	ID_1_PlayerA_2_playerB_	AnsTimePAS1_rtStage1_playerA___3Seconds	AnsTimePBS1	PAChoS1_1Left_2Right_	PBChoS1	MissingPAS1_0None_	MissingPBS1	AnsTimePAS2	AnsTimePBS2	PAChoS2	PBChoS2	MissingPAS2	MissingPBS2	TriOn	DecEndS1	IsiOnS1	FbOnS1	DecEndS2	FbOffS2	TriEnd	Jitter	rwPA_rewardToPa_	rwPB	randa	randb
0.0003	20.0007	57	3	200	1	40	1	0.7526	0	1	0	0	0	0	0	0	1	0	0	0.0003	0.7924	0.7989	17.0593	10.0278	17.0479	20.001	3	0	0	0.0498	0.8698
20.035	23.0007	58	3	150	1	65	1	1.291	0	1	0	0	0	0	0	0	1	0	0	20.035	21.3622	21.3771	37.1044	30.0703	37.0926	43.0357	6	150	0	0.8838	0.9579
43.0591	23.0007	59	3	200	2	10	1	0	0	0	1	0	0	0.5818	0	1	0	0	0	43.0591	46.0782	46.0782	60.1216	50.6809	60.1099	66.0598	6	100	100	0.7252	0.4259
66.0815	23.0007	60	3	150	2	90	1	0	0	0	2	0	0	0.7547	0	1	0	0	0	66.0815	69.1013	69.1013	83.1389	73.8712	83.1271	89.0822	6	0	150	0.0151	0.743
89.1046	22.0035	61	3	200	1	40	1	0.9704	0	1	0	0	0	0	0	0	1	0	0	89.1046	90.12	90.1357	106.1966	99.1466	106.1854	111.1081	5	100	100	0.1432	0.0607
111.1413	24.0006	62	3	150	1	70	1	0.6591	0	1	0	0	0	0	0	0	1	0	0	111.1413	111.8263	111.8335	128.1871	121.1571	128.1751	135.1419	7	150	0	0.354	0.8262
135.1601	26	63	3	200	2	25	1	0	0	0	1	0	0	0.5425	0	1	0	0	0	135.1601	138.1764	138.1765	152.2306	142.7373	152.2186	161.1601	9	100	100	0.1016	0.1
161.1809	22.0001	64	3	150	2	65	1	0	0	0	2	0	0	1.6479	0	1	0	0	0	161.1809	164.1967	164.1967	178.2333	169.8588	178.2213	183.181	5	0	150	0.7802	0.0369
183.1996	21	65	3	200	1	35	1	0.6934	0	1	0	0	0	0	0	0	1	0	0	183.1996	183.9383	183.9508	200.2643	193.2347	200.2523	204.1996	4	0	0	0.9028	0.7488
204.2182	25.0001	66	3	150	1	80	1	2.78	0	1	0	0	0	0	0	0	1	0	0	204.2182	207.0293	207.0345	221.269	214.2356	221.2571	229.2183	8	150	0	0.4646	0.2712
229.2389	21.0001	67	3	200	2	90	1	0	0	0	2	0	0	0.6073	0	2	0	0	0	229.2389	232.2554	232.2555	246.2987	236.8836	246.2867	250.239	4	100	100	0.7846	0.7926
250.2575	24.0001	68	3	150	2	85	1	0	0	0	2	0	0	2.1151	0	1	0	0	0	250.2575	253.2753	253.2753	267.3169	259.4097	267.3048	274.2576	7	0	150	0.5947	0.8741
274.2773	24.0001	69	3	200	1	15	1	0.8326	0	1	0	0	0	0	0	0	1	0	0	274.2773	275.1466	275.1534	291.3337	284.3009	291.3217	298.2774	7	100	100	0.2241	0.1368
298.2983	21.0002	70	3	150	1	60	1	1.2845	0	1	0	0	0	0	0	0	1	0	0	298.2983	299.6155	299.6233	315.3505	308.3231	315.3385	319.2985	4	150	0	0.8541	0.2953
319.3177	24.0001	71	3	200	2	75	1	0	0	0	2	0	0	0.5475	0	2	0	0	0	319.3177	322.3345	322.3345	336.382	326.9069	336.3699	343.3178	7	100	100	0.1024	0.5099
343.3392	22.0001	72	3	150	2	20	1	0	0	0	1	0	0	1.789	0	1	0	0	0	343.3392	346.3549	346.3549	360.3987	352.1657	360.3868	365.3393	5	0	150	0.125	0.952
365.358	22.0001	73	3	200	1	75	1	0.7043	0	2	0	0	0	0	0	0	2	0	0	365.358	366.101	366.1162	382.4164	375.3894	382.4044	387.3581	5	0	0	0.5358	0.8588
387.3771	24.0001	74	3	150	1	25	1	0.8215	0	1	0	0	0	0	0	0	1	0	0	387.3771	388.2226	388.2271	404.4341	397.3974	404.4221	411.3772	7	0	150	0.9712	0.3404
411.3983	21.0001	75	3	200	2	30	1	0	0	0	1	0	0	0.6959	0	1	0	0	0	411.3983	414.4142	414.4142	428.4643	419.1244	428.4523	432.3984	4	100	100	0.8086	0.5485
432.4175	22.0001	76	3	150	2	10	1	0	0	0	1	0	0	2.3986	0	1	0	0	0	432.4175	435.4338	435.4338	449.4823	441.8582	449.4703	454.4176	5	150	0	0.2085	0.8378
454.4374	20	77	3	200	1	70	1	0.8781	0	2	0	0	0	0	0	0	0	0	1	454.4374	455.3452	455.3597	471.5001	464.4698	471.4881	474.4374	3	0	0	0.0407	0.5209
