onset	duration	Trials	Runs	Cond_1_200_2_150_HasBeenChangedTo200_150	order_1_first_2_lastForThisIdPerson_	ProbR	ID_1_PlayerA_2_playerB_	AnsTimePAS1_rtStage1_playerA___3Seconds	AnsTimePBS1	PAChoS1_1Left_2Right_	PBChoS1	MissingPAS1_0None_	MissingPBS1	AnsTimePAS2	AnsTimePBS2	PAChoS2	PBChoS2	MissingPAS2	MissingPBS2	TriOn	DecEndS1	IsiOnS1	FbOnS1	DecEndS2	FbOffS2	TriEnd	Jitter	rwPA_rewardToPa_	rwPB	randa	randb
0.0001	20.0121	57	3	200	1	40	1	0.9582	0	1	0	0	0	0	0	0	1	0	0	0.0001	0.9715	0.9862	17.0351	10.0209	17.0351	20.0122	3	0	0	0.0498	0.8698
20.04	23.0123	58	3	150	1	65	1	0.65	0	1	0	0	0	0	0	0	1	0	0	20.04	20.7095	20.7258	37.0811	30.0609	37.081	43.0523	6	150	0	0.8838	0.9579
43.0581	23.0124	59	3	200	2	10	1	0	0	0	1	0	0	0.6739	0	1	0	0	0	43.0581	46.0638	46.0638	60.0862	50.7492	60.0861	66.0705	6	100	100	0.7252	0.4259
66.0759	23.0124	60	3	150	2	90	1	0	0	0	2	0	0	0.8451	0	2	0	0	0	66.0759	69.0816	69.0816	83.1046	73.9389	83.1045	89.0883	6	150	0	0.0151	0.743
89.0945	22.0125	61	3	200	1	40	1	0.839	0	1	0	0	0	0	0	0	1	0	0	89.0945	89.9537	89.9676	106.1367	99.1158	106.1365	111.107	5	100	100	0.1432	0.0607
111.1161	24.0124	62	3	150	1	70	1	0.9992	0	1	0	0	0	0	0	0	1	0	0	111.1161	112.1325	112.1463	128.1549	121.1345	128.1549	135.1285	7	150	0	0.354	0.8262
135.1334	26.0123	63	3	200	2	25	1	0	0	0	1	0	0	0.7416	0	1	0	0	0	135.1334	138.1393	138.1393	152.1596	142.8905	152.1596	161.1457	9	100	100	0.1016	0.1
161.1511	22.0123	64	3	150	2	65	1	0	0	0	2	0	0	0.7807	0	2	0	0	0	161.1511	164.1562	164.1562	178.177	168.9469	178.177	183.1634	5	150	0	0.7802	0.0369
183.1687	21.0123	65	3	200	1	35	1	0.885	0	1	0	0	0	0	0	0	1	0	0	183.1687	184.0727	184.0805	200.1957	193.1813	200.1957	204.181	4	0	0	0.9028	0.7488
204.1858	25.0123	66	3	150	1	80	1	0.9175	0	1	0	0	0	0	0	0	1	0	0	204.1858	205.124	205.1395	221.2282	214.2048	221.2282	229.1981	8	150	0	0.4646	0.2712
229.2034	21.0123	67	3	200	2	90	1	0	0	0	2	0	0	0.858	0	2	0	0	0	229.2034	232.209	232.2092	246.2325	237.0799	246.2325	250.2157	4	100	100	0.7846	0.7926
250.2211	24.0122	68	3	150	2	85	1	0	0	0	2	0	0	1.0016	0	2	0	0	0	250.2211	253.2269	253.2269	267.2516	258.2425	267.2516	274.2333	7	0	150	0.5947	0.8741
