onset	duration	Trials	Runs	Cond_1_200_2_150_HasBeenChangedTo200_150	order_1_first_2_lastForThisIdPerson_	ProbR	ID_1_PlayerA_2_playerB_	AnsTimePAS1_rtStage1_playerA___3Seconds	AnsTimePBS1	PAChoS1_1Left_2Right_	PBChoS1	MissingPAS1_0None_	MissingPBS1	AnsTimePAS2	AnsTimePBS2	PAChoS2	PBChoS2	MissingPAS2	MissingPBS2	TriOn	DecEndS1	IsiOnS1	FbOnS1	DecEndS2	FbOffS2	TriEnd	Jitter	rwPA_rewardToPa_	rwPB	randa	randb
0.0017	23.0006	1	1	200	1	25	2	0	0	1	0	0	0	0	0.5568	0	1	0	0	0.0017	3.0536	3.0536	17.1386	7.6467	17.1267	23.0023	6	100	100	0.5212	0.7195
23.0915	23.001	2	1	150	1	30	2	0	0	1	0	0	0	0	0.8702	0	2	0	0	23.0915	26.096	26.0961	40.1694	31.0035	40.1576	46.0925	6	150	0	0.1617	0.4387
46.1301	23.0001	3	1	200	2	10	2	0	1.3244	0	1	0	0	0	0	1	0	0	0	46.1301	47.4777	47.4857	63.1863	56.1527	63.1742	69.1302	6	0	0	0.7928	0.9833
69.1479	21.0001	4	1	150	2	20	2	0	1.9994	0	1	0	0	0	0	1	0	0	0	69.1479	71.1836	71.196	86.2168	79.1836	86.2048	90.148	4	150	0	0.5201	0.1161
90.165	23.0001	5	1	200	1	75	2	0	0	2	0	0	0	0	0.7328	0	2	0	0	90.165	93.1823	93.1823	107.2349	97.9322	107.2229	113.1651	6	100	100	0.3839	0.5962
113.1855	20.0001	6	1	150	1	85	2	0	0	2	0	0	0	0	0.7774	0	2	0	0	113.1855	116.2014	116.2014	130.2522	120.9944	130.2402	133.1856	3	0	150	0.8649	0.3192
133.203	24.0001	7	1	200	2	65	2	0	1.4859	0	2	0	0	0	0	2	0	0	0	133.203	134.7236	134.73	150.2703	143.2366	150.2586	157.2031	7	0	0	0.1769	0.9851
157.2206	25.0001	8	1	150	2	85	2	0	1.9301	0	2	0	0	0	0	1	0	0	0	157.2206	159.1845	159.2	174.3141	167.2668	174.3022	182.2207	8	0	150	0.2606	0.4692
182.24	23.0001	9	1	200	1	70	2	0	0	2	0	0	0	0	0.7923	0	2	0	0	182.24	185.2558	185.2558	199.3039	190.087	199.292	205.2401	6	0	0	0.5623	0.7808
205.2571	23.0001	10	1	150	1	15	2	0	0	2	0	0	0	0	0.7292	0	2	0	0	205.2571	208.2714	208.2714	222.3213	213.0278	222.3091	228.2572	6	150	0	0.6078	0.4139
228.2764	23.0001	11	1	200	2	60	2	0	1.2033	0	2	0	0	0	0	2	0	0	0	228.2764	229.5092	229.5179	245.3384	238.3044	245.3264	251.2765	6	100	100	0.8385	0.1088
251.2939	24.0001	12	1	150	2	20	2	0	1.4899	0	1	0	0	0	0	1	0	0	0	251.2939	252.8124	252.8284	268.369	261.335	268.357	275.294	7	150	0	0.4622	0.5047
275.3112	24.0001	13	1	200	1	80	2	0	0	2	0	0	0	0	0.7353	0	2	0	0	275.3112	278.3278	278.3278	292.386	283.0852	292.3739	299.3113	7	100	100	0.4586	0.2929
299.3308	21.0001	14	1	150	1	40	2	0	0	1	0	0	0	0	1.0423	0	1	0	0	299.3308	302.3476	302.3476	316.4027	307.4095	316.3907	320.3309	4	150	0	0.0916	0.8384
320.3482	25.0001	15	1	200	2	30	2	0	1.3274	0	1	0	0	0	0	1	0	0	0	320.3482	321.7019	321.7069	337.4074	330.3735	337.3954	345.3483	8	100	100	0.1196	0.5065
345.3676	24	16	1	150	2	10	2	0	0.7533	0	2	0	0	0	0	1	0	0	0	345.3676	346.1577	346.1636	362.4372	355.4031	362.4252	369.3676	7	150	0	0.7053	0.5028
369.3724	19.0001	17	1	200	1	80	2	0	0	2	0	0	0	0	0.8368	0	2	0	0	369.3724	372.376	372.376	386.4275	377.2283	386.4154	388.3725	2	0	0	0.2405	0.9676
388.39	22.0001	18	1	150	1	75	2	0	0	2	0	0	0	0	1.1103	0	1	0	0	388.39	391.4058	391.4058	405.4596	396.5342	405.4477	410.3901	5	150	0	0.0304	0.0855
410.4098	24.0001	19	1	200	2	65	2	0	0.963	0	2	0	0	0	0	2	0	0	0	410.4098	411.4071	411.4169	427.4773	420.4434	427.4653	434.4099	7	0	0	0.4122	0.8945
434.4275	21.0001	20	1	150	2	60	2	0	0.9029	0	2	0	0	0	0	2	0	0	0	434.4275	435.3638	435.3804	451.4941	444.4601	451.4822	455.4276	4	150	0	0.8023	0.2692
455.4451	22	21	1	200	1	90	2	0	0	2	0	0	0	0	0.8041	0	2	0	0	455.4451	458.4613	458.4613	472.5122	463.2805	472.5002	477.4451	5	100	100	0.2534	0.4844
477.4648	22.0001	22	1	150	1	90	2	0	0	2	0	0	0	0	0.8169	0	2	0	0	477.4648	480.4812	480.4812	494.5433	485.3242	494.5312	499.4649	5	0	150	0.0492	0.276
499.4824	22.0001	23	1	200	2	15	2	0	1.1959	0	1	0	0	0	0	1	0	0	0	499.4824	500.7103	500.7137	516.5475	509.5136	516.5355	521.4825	5	100	100	0.1339	0.2056
521.4996	22.0001	24	1	150	2	25	2	0	0.9761	0	2	0	0	0	0	1	0	0	0	521.4996	522.508	522.5181	538.5785	531.5311	538.5663	543.4997	5	150	0	0.5054	0.1239
543.5173	20.0001	25	1	200	1	70	2	0	0	2	0	0	0	0	0.6725	0	2	0	0	543.5173	546.5341	546.5341	560.5962	551.2328	560.5842	563.5174	3	100	100	0.8368	0.6167
563.5347	20.0001	26	1	150	1	35	2	0	0	1	0	0	0	0	1.0082	0	2	0	0	563.5347	566.5506	566.5506	580.588	571.5737	580.5761	583.5348	3	150	0	0.0569	0.0408
583.5541	21.0001	27	1	200	2	40	2	0	2.3146	0	1	0	0	0	0	1	0	0	0	583.5541	585.9014	585.9056	600.6332	593.5859	600.6212	604.5542	4	100	100	0.291	0.4634
604.5716	26.0001	28	1	150	2	35	2	0	0.6535	0	1	0	0	0	0	1	0	0	0	604.5716	605.2584	605.271	621.6512	614.6172	621.6393	630.5717	9	0	150	0.2717	0.9382
