onset	duration	Trials	Runs	Cond_1_200_2_150_HasBeenChangedTo200_150	order_1_first_2_lastForThisIdPerson_	ProbR	ID_1_PlayerA_2_playerB_	AnsTimePAS1_rtStage1_playerA___3Seconds	AnsTimePBS1	PAChoS1_1Left_2Right_	PBChoS1	MissingPAS1_0None_	MissingPBS1	AnsTimePAS2	AnsTimePBS2	PAChoS2	PBChoS2	MissingPAS2	MissingPBS2	TriOn	DecEndS1	IsiOnS1	FbOnS1	DecEndS2	FbOffS2	TriEnd	Jitter	rwPA_rewardToPa_	rwPB	randa	randb
0	23.0003	1	1	200	1	25	2	0	0	1	0	0	0	0	0.7234	0	1	0	0	0	3.0065	3.0065	17.0477	7.7481	17.0357	23.0003	6	100	100	0.5212	0.7195
23.0063	23.0003	2	1	150	1	30	2	0	0	2	0	0	0	0	1.3896	0	1	0	0	23.0063	26.0121	26.0121	40.0528	31.4195	40.0406	46.0066	6	0	150	0.1617	0.4387
46.0119	23.0002	3	1	200	2	10	2	0	1.0688	0	1	0	0	0	0	1	0	0	0	46.0119	47.0929	47.1036	63.0712	56.0364	63.059	69.0121	6	0	0	0.7928	0.9833
69.0178	21.0002	4	1	150	2	20	2	0	2.7524	0	2	0	0	0	0	2	0	0	0	69.0178	71.7815	71.7881	86.0762	79.0415	86.0641	90.018	4	0	150	0.5201	0.1161
90.0234	23.0008	5	1	200	1	75	2	0	0	2	0	0	0	0	0.8086	0	2	0	0	90.0234	93.0308	93.0308	107.0688	97.8544	107.0568	113.0242	6	100	100	0.3839	0.5962
113.0324	20.0001	6	1	150	1	85	2	0	0	2	0	0	0	0	1.3988	0	2	0	0	113.0324	116.0385	116.0385	130.1004	121.4629	130.0882	133.0325	3	0	150	0.8649	0.3192
133.0382	24.0001	7	1	200	2	65	2	0	2.0027	0	2	0	0	0	0	2	0	0	0	133.0382	135.0622	135.072	150.0932	143.0584	150.081	157.0383	7	0	0	0.1769	0.9851
157.0432	25.0001	8	1	150	2	85	2	0	2.6148	0	2	0	0	0	0	1	0	0	0	157.0432	159.679	159.6898	174.098	167.0631	174.0857	182.0433	8	0	150	0.2606	0.4692
182.0477	23	9	1	200	1	70	2	0	0	2	0	0	0	0	0.7703	0	2	0	0	182.0477	185.0537	185.0539	199.1156	189.8497	199.1034	205.0477	6	0	0	0.5623	0.7808
205.0529	23	10	1	150	1	15	2	0	0	1	0	0	0	0	1.253	0	2	0	0	205.0529	208.0587	208.0587	222.1207	213.3375	222.1085	228.0529	6	150	0	0.6078	0.4139
