onset	duration	Trials	Runs	Cond_1_200_2_150_HasBeenChangedTo200_150	order_1_first_2_lastForThisIdPerson_	ProbR	ID_1_PlayerA_2_playerB_	AnsTimePAS1_rtStage1_playerA___3Seconds	AnsTimePBS1	PAChoS1_1Left_2Right_	PBChoS1	MissingPAS1_0None_	MissingPBS1	AnsTimePAS2	AnsTimePBS2	PAChoS2	PBChoS2	MissingPAS2	MissingPBS2	TriOn	DecEndS1	IsiOnS1	FbOnS1	DecEndS2	FbOffS2	TriEnd	Jitter	rwPA_rewardToPa_	rwPB	randa	randb
0.0001	22.0165	85	4	200	1	60	1	0.8658	0	2	0	0	0	0	0	0	2	0	0	0.0001	0.8824	0.8999	17.0496	10.0241	17.0496	22.0166	5	0	0	0.7531	0.7061
22.0236	22.0166	86	4	150	1	35	1	1.1232	0	1	0	0	0	0	0	0	2	0	0	22.0236	23.1723	23.1823	39.0652	32.0394	39.0652	44.0402	5	150	0	0.3196	0.8338
44.0465	20.0166	87	4	200	2	85	1	0	0	0	2	0	0	0.4224	0	2	0	0	0	44.0465	47.0528	47.0528	61.0976	51.487	61.0976	64.0631	3	100	100	0.4463	0.3552
64.0695	22.0166	88	4	150	2	20	1	0	0	0	1	0	0	0.6857	0	1	0	0	0	64.0695	67.0762	67.0763	81.1135	71.7828	81.1134	86.0861	5	150	0	0.8632	0.0142
86.0929	23.0169	89	4	200	1	90	1	1.4105	0	2	0	0	0	0	0	0	2	0	0	86.0929	87.5238	87.5296	103.1297	96.1076	103.1295	109.1098	6	100	100	0.4652	0.5784
109.1197	22.0167	90	4	150	1	80	1	0.8215	0	1	0	0	0	0	0	0	2	0	0	109.1197	109.967	109.9787	126.1615	119.1372	126.1615	131.1364	5	0	150	0.6579	0.4723
131.1419	23.0165	91	4	200	2	40	1	0	0	0	1	0	0	0.4334	0	1	0	0	0	131.1419	134.1475	134.1476	148.1939	138.5944	148.1939	154.1584	6	100	100	0.5805	0.509
154.1643	23.0166	92	4	150	2	90	1	0	0	0	2	0	0	1.2498	0	1	0	0	0	154.1643	157.1701	157.1701	171.2097	162.4431	171.2097	177.1809	6	0	150	0.8384	0.292
177.1861	25.0166	93	4	200	1	75	1	1.2717	0	2	0	0	0	0	0	0	2	0	0	177.1861	178.4811	178.4927	194.2254	187.2032	194.2254	202.2027	8	100	100	0.1557	0.0684
202.2086	22.0165	94	4	150	1	80	1	1.0915	0	1	0	0	0	0	0	0	2	0	0	202.2086	203.3165	203.3249	219.2577	212.2222	219.2577	224.2251	5	0	150	0.4234	0.5151
224.2309	26.0166	95	4	200	2	20	1	0	0	0	1	0	0	1.5494	0	1	0	0	0	224.2309	227.237	227.2372	241.2901	232.8067	241.2901	250.2475	9	100	100	0.6406	0.7541
250.2531	24.0165	96	4	150	2	35	1	0	0	0	2	0	0	2.3468	0	2	0	0	0	250.2531	253.2589	253.2589	267.3057	259.6196	267.3057	274.2696	7	0	150	0.5468	0.6335
