onset	duration	Trials	Runs	Cond_1_200_2_150_HasBeenChangedTo200_150	order_1_first_2_lastForThisIdPerson_	ProbR	ID_1_PlayerA_2_playerB_	AnsTimePAS1_rtStage1_playerA___3Seconds	AnsTimePBS1	PAChoS1_1Left_2Right_	PBChoS1	MissingPAS1_0None_	MissingPBS1	AnsTimePAS2	AnsTimePBS2	PAChoS2	PBChoS2	MissingPAS2	MissingPBS2	TriOn	DecEndS1	IsiOnS1	FbOnS1	DecEndS2	FbOffS2	TriEnd	Jitter	rwPA_rewardToPa_	rwPB	randa	randb	Unknown1	Unknown2
0	23.0003	1	1	200	1	25	1	0.8217	0	1	0	0	0	0	0	0	1	0	0	0	0.834	0.8386	17.0594	10.0247	17.0472	23.0003	6	100	100	0.5212	0.7195	1.4261	1.8127
23.0069	23.0006	2	1	150	1	30	1	0.8429	0	2	0	0	0	0	0	0	2	0	0	23.0069	23.8738	23.8837	40.0645	33.0306	40.0525	46.0075	6	150	0	0.1617	0.4387	1.626	1.4128
46.0195	23.0005	3	1	200	2	10	1	0	0	0	1	0	0	0.4832	0	1	0	0	0	46.0195	49.0259	49.0259	63.0694	53.5296	63.0572	69.02	6	0	0	0.7928	0.9833	1.8392	1.4128
69.0289	21.0001	4	1	150	2	20	1	0	0	0	1	0	0	0.7309	0	2	0	0	0	69.0289	72.0346	72.0346	86.0878	76.7823	86.0755	90.029	4	0	150	0.5201	0.1161	2.0259	1.8127
90.0345	23.0001	5	1	200	1	75	1	0.8317	0	2	0	0	0	0	0	0	2	0	0	90.0345	90.8781	90.8861	107.0935	100.0587	107.0813	113.0346	6	100	100	0.3839	0.5962	1.4261	2.6257
113.0396	20	6	1	150	1	85	1	1.1686	0	2	0	0	0	0	0	0	2	0	0	113.0396	114.2202	114.2243	130.0852	123.0504	130.073	133.0396	3	0	150	0.8649	0.3192	2.2392	2.2259
133.0454	24.0001	7	1	200	2	65	1	0	0	0	2	0	0	0.6087	0	2	0	0	0	133.0454	136.0516	136.0516	150.0914	140.677	150.0791	157.0455	7	0	0	0.1769	0.9851	2.2259	2.4258
157.0509	25.0001	8	1	150	2	85	1	0	0	0	2	0	0	0.6994	0	2	0	0	0	157.0509	160.0571	160.0571	174.096	164.7725	174.0838	182.051	8	150	0	0.2606	0.4692	1.6261	1.6127
182.0557	23.0001	9	1	200	1	70	1	1.089	0	2	0	0	0	0	0	0	2	0	0	182.0557	183.1569	183.1727	199.1136	192.0788	199.1014	205.0558	6	0	0	0.5623	0.7808	1.4261	1.6128
205.0625	23.0001	10	1	150	1	15	1	1.4433	0	2	0	0	0	0	0	0	2	0	0	205.0625	206.5282	206.5376	222.1187	215.0838	222.1064	228.0626	6	150	0	0.6078	0.4139	1.6261	1.4129
228.0681	23	11	1	200	2	60	1	0	0	0	2	0	0	0.5127	0	2	0	0	0	228.0681	231.0746	231.0748	245.1237	235.6135	245.1115	251.0681	6	100	100	0.8385	0.1088	1.6261	1.6128
251.073	24.0001	12	1	150	2	20	1	0	0	0	1	0	0	0.5299	0	2	0	0	0	251.073	254.0792	254.0792	268.142	258.6359	268.1298	275.0731	7	0	150	0.4622	0.5047	1.6261	1.6128
275.0785	24.0001	13	1	200	1	80	1	1.206	0	2	0	0	0	0	0	0	2	0	0	275.0785	276.3055	276.3124	292.1334	285.0986	292.1211	299.0786	7	100	100	0.4586	0.2929	1.6261	1.6127
299.0839	21	14	1	150	1	40	1	1.2828	0	2	0	0	0	0	0	0	1	0	0	299.0839	300.387	300.3971	316.1381	309.1032	316.1258	320.0839	4	150	0	0.0916	0.8384	1.826	1.8127
320.0888	25	15	1	200	2	30	1	0	0	0	1	0	0	0.4802	0	1	0	0	0	320.0888	323.0947	323.0947	337.1571	327.601	337.1449	345.0888	8	100	100	0.1196	0.5065	1.6261	1.8127
345.0944	24.0001	16	1	150	2	10	1	0	0	0	1	0	0	0.5986	0	1	0	0	0	345.0944	348.1005	348.1006	362.1614	352.7238	362.1493	369.0945	7	150	0	0.7053	0.5028	1.6261	1.6127
369.1001	19	17	1	200	1	80	1	1.0065	0	2	0	0	0	0	0	0	2	0	0	369.1001	370.1254	370.2385	386.1528	379.1179	386.1405	388.1001	2	0	0	0.2405	0.9676	2.0259	2.2126
388.1052	22	18	1	150	1	75	1	1.155	0	1	0	0	0	0	0	0	1	0	0	388.1052	389.2804	389.2849	405.1593	398.1244	405.147	410.1052	5	150	0	0.0304	0.0855	2.2258	2.0126
410.1107	24	19	1	200	2	65	1	0	0	0	2	0	0	0.7354	0	2	0	0	0	410.1107	413.1168	413.1168	427.1646	417.8773	427.1524	434.1107	7	0	0	0.4122	0.8945	1.8259	2.0126
434.1156	21.0001	20	1	150	2	60	1	0	0	0	2	0	0	0.6986	0	1	0	0	0	434.1156	437.1215	437.1215	451.1693	441.8449	451.1571	455.1157	4	0	150	0.8023	0.2692	1.826	1.8127
455.1206	22.0001	21	1	200	1	90	1	0.9173	0	2	0	0	0	0	0	0	2	0	0	455.1206	456.0585	456.0742	472.1883	465.1535	472.1761	477.1207	5	100	100	0.2534	0.4844	1.6261	1.8127
477.126	22	22	1	150	1	90	1	0.9039	0	2	0	0	0	0	0	0	2	0	0	477.126	478.0505	478.0662	494.1937	487.1589	494.1815	499.126	5	0	150	0.0492	0.276	2.0259	2.2259
499.1337	22.0001	23	1	200	2	15	1	0	0	0	1	0	0	0.7637	0	1	0	0	0	499.1337	502.1404	502.1404	516.1858	506.9268	516.1736	521.1338	5	100	100	0.1339	0.2056	2.2258	2.2259
521.1388	22.0001000000001	24	1	150	2	25	1	0	0	0	2	0	0	0.5837	0	2	0	0	0	521.1388	524.1447	524.1447	538.2045	528.7518	538.1923	543.1389	5	0	150	0.5054	0.1239	1.6261	2.6257
543.1444	20.0001	25	1	200	1	70	1	1.092	0	2	0	0	0	0	0	0	2	0	0	543.1444	544.2547	544.269	560.2099	553.1751	560.1977	563.1445	3	100	100	0.8368	0.6167	1.6261	1.8127
563.1498	20.0001	26	1	150	1	35	1	1.2749	0	1	0	0	0	0	0	0	1	0	0	563.1498	564.4439	564.4483	580.2027	573.1678	580.1905	583.1499	3	0	150	0.0569	0.0408	2.0259	1.8127
583.1548	21	27	1	200	2	40	1	0	0	0	1	0	0	0.7857	0	1	0	0	0	583.1548	586.1609	586.1609	600.2221	590.9715	600.2099	604.1548	4	100	100	0.291	0.4634	1.826	2.2126
604.1603	26.0001	28	1	150	2	35	1	0	0	0	1	0	0	0.5617	0	1	0	0	0	604.1603	607.1661	607.1661	621.2279	611.7531	621.2156	630.1604	9	0	150	0.2717	0.9382	2.0259	2.4258
