onset	duration	Trials	Runs	Cond_1_200_2_150_HasBeenChangedTo200_150	order_1_first_2_lastForThisIdPerson_	ProbR	ID_1_PlayerA_2_playerB_	AnsTimePAS1_rtStage1_playerA___3Seconds	AnsTimePBS1	PAChoS1_1Left_2Right_	PBChoS1	MissingPAS1_0None_	MissingPBS1	AnsTimePAS2	AnsTimePBS2	PAChoS2	PBChoS2	MissingPAS2	MissingPBS2	TriOn	DecEndS1	IsiOnS1	FbOnS1	DecEndS2	FbOffS2	TriEnd	Jitter	rwPA_rewardToPa_	rwPB	randa	randb	Unknown1	Unknown2
0.001	20.001	57	3	200	1	40	1	1.0969	0	1	0	0	0	0	0	0	1	0	0	0.001	1.1506	1.1696	17.0999	10.0543	17.0861	20.002	3	0	0	0.0498	0.8698	1.2497	1.2332
20.0212	23	58	3	150	1	65	1	1.2504	0	1	0	0	0	0	0	0	1	0	0	20.0212	21.2999	21.3157	37.1128	30.0669	37.0967	43.0212	6	150	0	0.8838	0.9579	1.2329	1.2166
43.0387	23.0001	59	3	200	2	10	1	0	0	0	1	0	0	0.5478	0	1	0	0	0	43.0387	46.0486	46.0488	60.125	50.6252	60.1089	66.0388	6	100	100	0.7252	0.4259	1.233	1.2165
66.0478	23.0001	60	3	150	2	90	1	0	0	0	2	0	0	0.4085	0	2	0	0	0	66.0478	69.0564	69.0565	83.1207	73.4982	83.1047	89.0479	6	150	0	0.0151	0.743	1.2332	1.2164
89.0585	22.0001	61	3	200	1	40	1	0.9277	0	1	0	0	0	0	0	0	1	0	0	89.0585	90.0139	90.0193	106.133	99.0861	106.1169	111.0586	5	100	100	0.1432	0.0607	1.2331	1.2165
111.0694	24	62	3	150	1	70	1	0.609	0	1	0	0	0	0	0	0	1	0	0	111.0694	111.7077	111.7153	128.1455	121.0983	128.1295	135.0694	7	150	0	0.354	0.8262	1.2331	1.2165
135.0961	26.0001	63	3	200	2	25	1	0	0	0	1	0	0	0.5579	0	1	0	0	0	135.0961	138.1067	138.1067	152.1576	142.6841	152.1415	161.0962	9	100	100	0.1016	0.1	1.233	1.2166
161.1071	22.0001	64	3	150	2	65	1	0	0	0	2	0	0	0.3671	0	1	0	0	0	161.1071	164.1211	164.1211	178.2027	168.5216	178.1866	183.1072	5	0	150	0.7802	0.0369	1.2332	1.2166
183.1157	21.0001	65	3	200	1	35	1	0.6169	0	1	0	0	0	0	0	0	1	0	0	183.1157	183.752	183.7682	200.1986	193.1516	200.1824	204.1158	4	0	0	0.9028	0.7488	1.233	1.2163
204.1255	25.0001	66	3	150	1	80	1	0.4531	0	2	0	0	0	0	0	0	2	0	0	204.1255	204.6012	204.6143	221.2111	214.164	221.1951	229.1256	8	0	150	0.4646	0.2712	1.2331	1.2164
229.1344	21.0001	67	3	200	2	90	1	0	0	0	1	0	0	0.3946	0	1	0	0	0	229.1344	232.1433	232.1433	246.2064	236.5696	246.1903	250.1345	4	0	0	0.7846	0.7926	1.2333	1.2164
250.1428	24.0001	68	3	150	2	85	1	0	0	0	2	0	0	0.8237	0	2	0	0	0	250.1428	253.151	253.151	267.2025	257.9946	267.1864	274.1429	7	0	150	0.5947	0.8741	1.2332	1.2165
274.1519	24.0002	69	3	200	1	15	1	0.613	0	1	0	0	0	0	0	0	1	0	0	274.1519	274.7975	274.8024	291.2313	284.1841	291.2151	298.1521	7	100	100	0.2241	0.1368	1.433	1.2165
298.1615	21.0001	70	3	150	1	60	1	0.5816	0	1	0	0	0	0	0	0	1	0	0	298.1615	298.7616	298.7797	315.2435	308.1962	315.2274	319.1616	4	150	0	0.8541	0.2953	1.233	1.2165
319.1696	24.0001	71	3	200	2	75	1	0	0	0	2	0	0	0.524	0	2	0	0	0	319.1696	322.1786	322.1786	336.2395	326.732	336.2234	343.1697	7	100	100	0.1024	0.5099	1.2333	1.2166
343.1794	22.0001	72	3	150	2	20	1	0	0	0	1	0	0	0.429	0	1	0	0	0	343.1794	346.188	346.1881	360.2515	350.6491	360.2355	365.1795	5	0	150	0.125	0.952	1.233	1.2163
365.1885	22.0001	73	3	200	1	75	1	0.7598	0	2	0	0	0	0	0	0	2	0	0	365.1885	365.977	365.9835	382.2639	375.2173	382.2479	387.1886	5	0	0	0.5358	0.8588	1.2331	1.2164
387.1973	24.0001	74	3	150	1	25	1	1.0279	0	2	0	0	0	0	0	0	2	0	0	387.1973	388.2417	388.2471	404.2767	397.2295	404.2605	411.1974	7	150	0	0.9712	0.3404	1.2329	1.2165
411.2077	21.0001	75	3	200	2	30	1	0	0	0	1	0	0	0.3823	0	1	0	0	0	411.2077	414.2165	414.2166	428.2887	418.6228	428.2726	432.2078	4	100	100	0.8086	0.5485	1.2331	1.2165
432.2159	22.0001	76	3	150	2	10	1	0	0	0	1	0	0	0.3202	0	2	0	0	0	432.2159	435.225	435.225	449.2848	439.5735	449.2686	454.216	5	0	150	0.2085	0.8378	1.2331	1.2167
454.2252	20.0001	77	3	200	1	70	1	0.6295	0	2	0	0	0	0	0	0	2	0	0	454.2252	454.8799	454.9004	471.3139	464.267	471.2978	474.2253	3	100	100	0.0407	0.5209	1.2329	1.2166
474.235	25.0001	78	3	150	1	60	1	0.5374	0	1	0	0	0	0	0	0	1	0	0	474.235	474.8006	474.8132	491.3101	484.2632	491.294	499.2351	8	150	0	0.6493	0.1996	1.2331	1.2165
499.2445	20.0001	79	3	200	2	20	1	0	0	0	1	0	0	0.4772	0	1	0	0	0	499.2445	502.2535	502.2535	516.3053	506.7511	516.2894	519.2446	3	100	100	0.7964	0.7426	1.2331	1.2164
519.2547	23.0001000000001	80	3	150	2	35	1	0	0	0	2	0	0	0.5719	0	1	0	0	0	519.2547	522.2629	522.2629	536.3183	526.8587	536.3022	542.2548	6	0	150	0.4816	0.7059	1.2331	1.2166
542.2633	23.0001000000001	81	3	200	1	30	1	0.6525	0	1	0	0	0	0	0	0	1	0	0	542.2633	542.9363	543.0002	559.3306	552.2837	559.3145	565.2634	6	100	100	0.9518	0.5107	1.2329	1.2167
565.2721	19.0001	82	3	150	1	80	1	0.476	0	2	0	0	0	0	0	0	2	0	0	565.2721	565.7719	565.7793	582.3427	575.2958	582.3268	584.2722	2	0	150	0.2248	0.2741	2.8495	3.8494
584.2816	23.0001	83	3	200	2	15	1	0	0	0	1	0	0	0.3661	0	1	0	0	0	584.2816	587.2896	587.2896	601.3725	591.6906	601.3565	607.2817	6	100	100	0.9208	0.276	1.2333	1.2164
607.2902	23.0001	84	3	150	2	85	1	0	0	0	2	0	0	0.4447	0	2	0	0	0	607.2902	610.2983	610.2984	624.3514	614.7647	624.3354	630.2903	6	150	0	0.2903	0.1677	1.2332	1.2164
