onset	duration	Trials	Runs	Cond_1_200_2_150_HasBeenChangedTo200_150	order_1_first_2_lastForThisIdPerson_	ProbR	ID_1_PlayerA_2_playerB_	AnsTimePAS1_rtStage1_playerA___3Seconds	AnsTimePBS1	PAChoS1_1Left_2Right_	PBChoS1	MissingPAS1_0None_	MissingPBS1	AnsTimePAS2	AnsTimePBS2	PAChoS2	PBChoS2	MissingPAS2	MissingPBS2	TriOn	DecEndS1	IsiOnS1	FbOnS1	DecEndS2	FbOffS2	TriEnd	Jitter	rwPA_rewardToPa_	rwPB	randa	randb
0.001	20.0013	29	2	200	1	40	1	1.0556	0	1	0	0	0	0	0	0	1	0	0	0.001	1.1071	1.1173	17.0978	10.052	17.082	20.0023	3	100	100	0.6093	0.5562
20.0203	20.0001	30	2	150	1	60	1	1.3521	0	2	0	0	0	0	0	0	2	0	0	20.0203	21.3998	21.4134	37.1105	30.0642	37.0943	40.0204	3	150	0	0.8624	0.9777
40.0335	24	31	2	200	2	40	1	0	0	0	1	0	0	0.373	0	1	0	0	0	40.0335	43.0419	43.0421	57.1067	47.4487	57.0907	64.0335	7	0	0	0.387	0.9365
64.0441	22.0001	32	2	150	2	70	1	0	0	0	2	0	0	0.4471	0	2	0	0	0	64.0441	67.0544	67.0544	81.1355	71.5349	81.1194	86.0442	5	150	0	0.2155	0.2635
86.0557	21.0001	33	2	200	1	10	1	0.7364	0	1	0	0	0	0	0	0	1	0	0	86.0557	86.8209	86.8344	103.1312	96.0843	103.1153	107.0558	4	100	100	0.4946	0.3662
107.0655	26	34	2	150	1	25	1	1.1589	0	1	0	0	0	0	0	0	1	0	0	107.0655	108.2395	108.2469	124.144	117.0971	124.128	133.0655	9	0	150	0.6515	0.6494
133.0744	22.0001	35	2	200	2	70	1	0	0	0	2	0	0	0.4347	0	2	0	0	0	133.0744	136.0836	136.0836	150.1557	140.5423	150.1396	155.0745	5	100	100	0.9488	0.5226
155.084	22.0001	36	2	150	2	35	1	0	0	0	1	0	0	0.4821	0	2	0	0	0	155.084	158.0942	158.0942	172.1682	162.6023	172.1522	177.0841	5	0	150	0.7967	0.5675
177.0936	23.0001	37	2	200	1	20	1	0.6158	0	1	0	0	0	0	0	0	1	0	0	177.0936	177.7331	177.7505	194.1808	187.1339	194.1647	200.0937	6	100	100	0.0052	0.6745
200.1049	22.0001	38	2	150	1	80	1	0.6718	0	1	0	0	0	0	0	0	1	0	0	200.1049	200.8013	200.8127	217.1764	210.1294	217.1603	222.105	5	150	0	0.2028	0.6775
222.1156	21.0001	39	2	200	2	90	1	0	0	0	2	0	0	0.4061	0	2	0	0	0	222.1156	225.1301	225.1301	239.1889	229.5635	239.1729	243.1157	4	100	100	0.6702	0.0349
243.1248	23.0001	40	2	150	2	30	1	0	0	0	1	0	0	0.3766	0	1	0	0	0	243.1248	246.1329	246.1329	260.1848	250.5301	260.1688	266.1249	6	0	150	0.3698	0.7722
